date,name,nationality,sex,category,class
1972-06-17,"Valborg Sigurðardóttir",ISL,f,edu,5
1972-06-17,"Jónas B. Jónsson",ISL,m,edu,4
1972-06-17,"Einar Sigurðsson",ISL,m,com,5
1972-06-17,"Pétur Sigurgeirsson",ISL,m,cnc,5
1972-07-08,"Carl Hildebrand Lindroth",SWE,m,edu,5
1972-07-08,"Joseph Senders",NLD,m,dip,4
1972-08-01,"Rudolf Walther",DEU,m,dip,5
1972-08-01,"Carl-Wilhelm Riise",NOR,m,com,5
1972-08-01,"Knut Björge",NOR,m,dip,5
1972-08-01,"Oiva Saloila",FIN,m,gov,3
1972-08-01,"Otto Löffler",DEU,m,dip,5
1972-08-01,"Werner Blunck",DEU,m,dip,5
1972-09-15,"R. Renshaw-Jones",AUS,m,dip,5
1972-10-03,"Henning Andersen",DNK,m,edu,5
1972-10-03,"Sigurjón Sigurðsson",ISL,m,law,4
1972-10-03,"Johannes Valdemar Thygesen",DNK,m,com,4
1972-10-03,"Ásmundur Sveinsson",ISL,m,art,4
1972-10-03,"Gunnar Pedersen",DNK,m,gov,3
1972-10-03,"Einar Guðnason",ISL,m,edu,5
1972-10-03,"Kristbjörn Tryggvason",ISL,m,edu,5
1972-10-03,"Carlos F. Silva Guzman",ARG,m,dip,2
1972-10-03,"Tómas Vigfússon",ISL,m,org,5
1972-10-03,"Franz Siemsen",ISL,m,dip,5
1972-10-12,"Rudolf Serkin",USA,m,art,5
1972-10-16,"Egill Snorrason",DNK,m,edu,5
1972-10-16,"Konrad Skarbrevik",CUB,m,dip,4
1972-11-11,"Sveinn Björnsson",ISL,m,gov,5
1972-11-15,"Arne G. Prytz",SWE,m,dip,4
1972-11-15,"Sven Johansson",SWE,m,edu,4
1973-01-01,"Sólveig Benediktsdóttir Sövik",ISL,f,edu,5
1973-01-01,"Antti Aarnio-Wihuri",FIN,m,com,4
1973-01-01,"Gustaf L. Eriksson",SWE,m,gov,3
1973-01-01,"Jón H. Bergs",ISL,m,com,5
1973-01-01,"Peter G. Foote",GBR,m,edu,4
1973-01-01,"Jón Sigurðsson",ISL,m,org,5
1973-01-01,"Steinþór Þórðarson",ISL,m,com,5
1973-01-01,"Ólafur Björnsson",ISL,m,edu,5
1973-01-01,"Cyril Jackson",GBR,m,???,5
1973-01-01,"María Pétursdóttir",ISL,f,edu,5
1973-01-01,"Sigurður Ó. Lárusson",ISL,m,cnc,5
1973-01-01,"Ragnar Jónsson",ISL,m,art,4
1973-01-01,"Barbro Gustafsson",SWE,f,???,5
1973-01-01,"Freysteinn Gunnarsson",ISL,m,edu,4
1973-01-01,"Sigurjón Ólafsson",ISL,m,art,5
1973-02-01,"Hermann Schwarz",DEU,m,dip,5
1973-02-01,"Albert Olafsson",NOR,m,edu,5
1973-02-01,"Karl Trasti",NOR,m,gov,3
1973-02-01,"Paul Gersmann",DNK,m,gov,3
1973-02-01,"K.C. Knudsen",DNK,m,com,5
1973-02-01,"Gunnar Mathiesen",NOR,m,gov,4
1973-02-01,"Einar Andersen",DNK,m,edu,3
1973-03-01,"Otto A. Hartmann",DEU,m,dip,5
1973-03-01,"Manfred Caspari",DEU,m,gov,4
1973-03-01,"Edmund Wellenstein",NLD,m,com,3
1973-03-29,"Árni Kristjánsson",ISL,m,art,4
1973-03-29,"Árni Óla",ISL,m,art,5
1973-03-29,"Ingimar A. Óskarsson",ISL,m,edu,5
1973-03-29,"Geert Mathias Drachmann",DNK,m,com,4
1973-03-29,"Magnús Guðmundsson",ISL,m,cnc,5
1973-03-29,"Matthías Jónasson",ISL,m,???,5
1973-05-02,"John K. Beling",USA,m,mil,3
1973-05-02,"Joachim von Grumme",DEU,m,org,5
1973-05-02,"Roland Li",FRA,m,com,5
1973-05-02,"Jean Francois Deniau",FRA,m,pol,2
1973-05-02,"Philippe Benoist",FRA,m,dip,2
1973-05-02,"R. Rumotvi Svenkerud",NOR,m,edu,4
1973-05-02,"Helmut Debatin",DEU,m,gov,4
1973-05-17,"Paolo Cecchini",ITA,m,gov,4
1973-06-17,"Jón Kjartansson",ISL,m,com,5
1973-06-17,"Sigurður Sigurðsson",ISL,m,art,5
1973-06-17,"Ríkarður Jónsson",ISL,m,art,4
1973-06-17,"Þórarinn Jónsson",ISL,m,art,5
1973-06-17,"Eiríkur J. Eiríksson",ISL,m,gov,5
1973-06-17,"Hermann Guðmundsson",ISL,m,org,5
1973-06-17,"Guðmundur Benediktsson",ISL,m,gov,5
1973-06-17,"Hjálmar Vilhjálmsson",ISL,m,gov,4
1973-06-17,"Gísli Magnússon",ISL,m,com,5
1973-06-17,"Sigþrúður Guðjónsdóttir",ISL,f,org,5
1973-06-17,"Loftur Bjarnason",ISL,m,com,4
1973-06-17,"Ólafur Albertsson",ISL,m,com,5
1973-07-04,"Johan O. Fischer",DNK,m,mil,5
1973-07-04,"Margrethe II",DNK,f,rul,1
1973-07-04,"K.G. Knuth-Winterfeldt",DNK,m,cnc,2
1973-07-04,"Charles Cary",USA,m,com,4
1973-07-04,"Alette Bardenfleth",DNK,f,cnc,4
1973-07-04,"Ludvig Storr",DNK,m,dip,3
1973-07-04,"Ib Stetter",DNK,m,gov,4
1973-07-04,"Asta Stoklund",DNK,m,gov,5
1973-07-04,"Aage O. Schulze",DNK,m,com,3
1973-07-04,"Niels F.Z. Jessen",DNK,m,mil,4
1973-07-04,"Niels Holmelund",DNK,m,mil,5
1973-07-04,"Tyge Kappel",DNK,m,dip,4
1973-07-12,"Sven Wilson",SWE,m,com,4
1973-09-01,"Gomes J. De Souza",BRA,m,dip,2
1973-09-01,"Lars Langaker",NOR,m,gov,5
1973-09-01,"Johannes Antonsson",SWE,m,gov,3
1973-11-12,"Magnús H. Magnússon",ISL,m,pol,4
1973-11-12,"James R. Witt",USA,m,mil,5
1973-11-12,"Jón Steffensen",ISL,m,edu,4
1973-11-12,"Logi Einarsson",ISL,m,law,4
1973-11-12,"Pétur Sigurðsson",ISL,m,gov,4
1973-11-12,"Svafa Þorleifsdóttir",ISL,f,edu,4
1973-11-12,"Matthew R. Thome",USA,m,mil,5
1973-11-12,"J. Levy",USA,m,mil,5
1973-11-12,"Jack H. McDonald",USA,m,mil,5
1973-11-12,"Sigurgeir Kristjánsson",ISL,m,pol,4
1973-11-12,"Þorbjörn Sigurgeirsson",ISL,m,edu,4
1973-12-04,"Olof G. Cson Wahlgren",SWE,m,art,4
1973-12-04,"Axel Miltander",SWE,m,art,5
1973-12-04,"Lars G. Hjörne",SWE,m,art,4
1973-12-04,"Henry Olry de Labry",FRA,m,gov,5
1973-12-04,"S. Hilding Hammar",SWE,m,edu,5
1973-12-18,"Páll Zóphoníasson",ISL,m,edu,5
1973-12-18,"Einar Benediktsson",ISL,m,dip,4
1973-12-18,"Sveinn Eiríksson",ISL,m,gov,5
1973-12-18,"Ólafur Helgason",ISL,m,com,5
1973-12-18,"Ingvi S. Ingvarsson",ISL,m,dip,4
1974-01-01,"Hákon Guðmundsson",ISL,m,law,3
1974-01-01,"Guðlaug H. Bergsdóttir",ISL,f,edu,5
1974-01-01,"Hákon Bjarnason",ISL,m,gov,4
1974-01-01,"Eiríkur Þorsteinsson",ISL,m,pol,5
1974-01-01,"Ingemar Börjeson",SWE,m,dip,5
1974-01-01,"Sigurður Reynir Pétursson",ISL,m,law,5
1974-01-01,"Elínrós Benediktsdóttir",ISL,f,edu,5
1974-01-01,"Rögnvaldur Sigurjónsson",ISL,m,art,5
1974-01-01,"Björn Tryggvason",ISL,m,org,4
1974-01-01,"Guðmundur Gíslason Hagalín",ISL,m,art,4
1974-01-01,"Sigfús Bjarnason",ISL,m,gov,5
1974-01-01,"George E. McGrath",USA,m,com,5
1974-01-01,"Vigfús Jónsson",ISL,m,pol,5
1974-01-01,"Snæbjörn J. Thoroddsen",ISL,m,org,5
1974-01-01,"Gísli Kristjánsson",ISL,m,art,5
1974-01-01,"Svanfríður Hjartardóttir",ISL,f,org,5
1974-01-04,"Eigil Lehmann",NOR,m,cnc,5
1974-01-04,"Harald Jörgensen",DNK,m,gov,4
1974-01-04,"Björn Steenstrup",SWE,m,dip,5
1974-01-04,"jr. Hans Höegh",NOR,m,dip,4
1974-01-04,"Ludvig Jerdal",NOR,m,art,5
1974-01-04,"Rene Riehm",FRA,m,dip,4
1974-01-04,"Johan Hvidtfeldt",DNK,m,gov,4
1974-01-23,"Oswald Dreyer-Eimbcke",DEU,m,dip,5
1974-02-10,"William Collins",BEL,m,com,4
1974-02-10,"Michael Scott",IRL,m,art,5
1974-02-10,"Alfred van der M. Essen",BEL,m,pol,4
1974-02-10,"Prosper Thuysbaert",BEL,m,gov,4
1974-03-01,"Herder-Dorneich",DEU,m,???,5
1974-03-09,"Helgi Tómasson",ISL,m,art,5
1974-03-27,"Etieen Harford",BEL,m,dip,2
1974-03-29,"Benedikt Sigurjónsson",ISL,m,law,4
1974-03-29,"Hans G. Andersen",ISL,m,dip,3
1974-03-29,"Alexander Jóhannesson",ISL,m,com,5
1974-03-29,"Hörður Helgason",ISL,m,gov,4
1974-03-29,"Gerhard Helmut Schwabe",DEU,m,???,5
1974-03-29,"Gerður Helgadóttir",ISL,f,art,5
1974-03-29,"Hjálmar R. Bárðarson",ISL,m,com,5
1974-03-29,"Kristján Siggeirsson",ISL,m,com,5
1974-03-29,"Jónas H. Haralz",ISL,m,com,5
1974-04-26,"S.L. Tuxen",DNK,m,edu,5
1974-04-26,"Gustave Goedertier",BEL,m,dip,3
1974-04-26,"Eggert Knuth-Winterfeldt",DNK,m,edu,3
1974-04-26,"Karl Rowold",DEU,m,dip,2
1974-05-24,"J. de las Barcenas y de la Huerta",ESP,m,dip,2
1974-05-24,"jr. Samuel Cooley",USA,m,mil,4
1974-06-04,"Rolf G. Skuterud",NOR,m,mil,5
1974-06-04,"Per J. Jensen",NOR,m,mil,5
1974-06-04,"Thor Bronder",NOR,m,dip,5
1974-06-04,"Rudolf Boy Rist",NOR,m,mil,5
1974-06-04,"Kåre N. Ritland",NOR,m,mil,4
1974-06-04,"Björn Egers",NOR,m,mil,4
1974-06-04,"Svenn Age Wik",NOR,m,mil,5
1974-06-04,"Ivar A Wendelborg",NOR,m,mil,3
1974-06-04,"Knut Nordgren",NOR,m,mil,5
1974-06-04,"Olav Lydvo",NOR,m,dip,2
1974-06-04,"Arne Skolmo",NOR,m,mil,5
1974-06-04,"Rolf E. Andreassen",NOR,m,mil,5
1974-06-04,"Fredrik Larsen",NOR,m,mil,5
1974-06-04,"Arne Lillestö",NOR,m,mil,5
1974-06-17,"Óskar J. Þorláksson",ISL,m,cnc,5
1974-06-17,"Louise Ólafsdóttir",ISL,f,art,5
1974-06-17,"Oddný Guðmundsdóttir",ISL,f,edu,5
1974-06-17,"Ólafur Þ. Kristjánsson",ISL,m,edu,5
1974-06-17,"Sigursteinn Magnússon",ISL,m,dip,3
1974-06-17,"Sigurbjörn Þorbjörnsson",ISL,m,gov,5
1974-06-17,"Ingólfur Þorsteinsson",ISL,m,law,5
1974-06-17,"Karl Kristjánsson",ISL,m,pol,5
1974-06-17,"Jónas Kristjánsson",ISL,m,edu,5
1974-06-17,"Páll Agnar Pálsson",ISL,m,edu,5
1974-07-10,"Lindsay Robertson",GBR,m,dip,5
1974-07-10,"H.C. Aslyng",DNK,m,edu,4
1974-07-10,"Niels O. Christensen",DNK,m,edu,5
1974-07-10,"Henry Mapplebeck",GBR,m,dip,5
1974-07-10,"Poul Laursen",DNK,m,com,4
1974-08-01,"Paul Warming",DNK,m,edu,4
1974-08-01,"Robert A. Maes",USA,m,com,4
1974-08-01,"Karl Olsen",NOR,m,gov,4
1974-08-09,"Svend W. Carlsen",DNK,m,com,5
1974-08-10,"Lydia Muller",CHE,f,edu,5
1974-09-20,"Athelstan E.A.G. Caröe",GBR,m,dip,4
1974-10-08,"Martin de Faria e Maya",PRT,m,dip,2
1974-10-08,"Czesław Godek",POL,m,dip,4
1974-10-25,"Paul H. Muller",CHE,m,com,4
1974-10-25,"Emanuel R. Meyer",CHE,m,org,4
1974-10-28,"Birgir Ísleifur Gunnarsson",ISL,m,pol,4
1974-10-28,"Magnús Jónsson",ISL,m,pol,4
1974-10-28,"Gísli Halldórsson",ISL,m,pol,4
1974-10-28,"Birgir Möller",ISL,m,gov,4
1974-10-28,"Björn Ólafsson",ISL,m,art,4
1974-10-28,"Johan Rönning",ISL,m,com,5
1974-10-28,"Sigurður Þórarinsson",ISL,m,edu,4
1974-11-06,"Manoutohehr Marzban",IRN,m,dip,2
1974-11-20,"Ragnar W.H. Meinander",FIN,m,gov,4
1975-01-01,"Helga Soffía Þorgilsdóttir",ISL,f,edu,5
1975-01-01,"Gísli Sigurðsson",ISL,m,art,5
1975-01-01,"Ólafur H. Kristjánsson",ISL,m,edu,5
1975-01-01,"Alphons Wiederkehr",CHE,m,dip,5
1975-01-01,"Ármann Dalmannsson",ISL,m,org,5
1975-01-01,"Indriði G. Þorsteinsson",ISL,m,art,5
1975-01-01,"Fritz Naschitz",ISR,m,dip,3
1975-01-01,"Höskuldur Ólafsson",ISL,m,com,5
1975-01-01,"Jón Oddgeir Jónsson",ISL,m,com,5
1975-01-01,"Klemenz Jónsson",ISL,m,art,5
1975-01-01,"Arne Scheel",NOR,m,gov,3
1975-01-01,"Jón A. Skúlason",ISL,m,gov,5
1975-01-20,"Paul Sidebotham",USA,m,com,5
1975-02-14,"Franz Biering",DNK,m,edu,4
1975-02-14,"Eiler Hultin",FIN,m,gov,3
1975-02-14,"Hans Brekker-Nielsen",DNK,m,edu,5
1975-02-14,"Martha V. Spreckelsen",DNK,f,???,5
1975-02-14,"Aage Trommer",DNK,m,edu,5
1975-02-14,"Frantz Wendt",DNK,m,gov,4
1975-02-14,"Asger M. Hirschsprung",DNK,m,com,5
1975-02-24,"Geir Hallgrímsson",ISL,m,pol,2
1975-02-24,"Halldór E. Sigurðsson",ISL,m,pol,4
1975-02-24,"Ásgeir Bjarnason",ISL,m,pol,4
1975-03-15,"Cecil Garstang",GBR,m,com,4
1975-03-30,"Eigil Thielsen",DNK,m,gov,5
1975-03-30,"Kurt Möller",DNK,m,org,4
1975-03-30,"Svend Dipo Petersen",DNK,m,gov,5
1975-04-19,"Wilhelm Elsrud",NOR,m,com,5
1975-04-19,"Haaken Mathiesen",NOR,m,com,5
1975-04-19,"Magnus Ingmar Kull",FIN,m,com,4
1975-04-19,"Toralf Austin",NOR,m,com,5
1975-05-05,"Heinz Baruske",DEU,m,art,5
1975-06-10,"Björn von der Esch",SWE,m,cnc,2
1975-06-10,"Bengt Borglund",SWE,m,cnc,4
1975-06-10,"Leif Leifland",SWE,m,pol,3
1975-06-10,"Olof Kaijser",SWE,m,dip,2
1975-06-10,"Tom Wachtmeister",SWE,m,cnc,2
1975-06-10,"Gustaf Carl",SWE,m,rul,1
1975-06-10,"Knut Anjou",SWE,m,gov,4
1975-06-10,"Sverker Aström",SWE,m,gov,2
1975-06-10,"Lennart Haggquist",SWE,m,gov,3
1975-06-10,"Hans Pontus Lindblad",SWE,m,gov,5
1975-06-10,"Hans Ewerlöf",SWE,m,pol,3
1975-06-10,"Bertil Daggfeldt",SWE,m,mil,4
1975-06-17,"Sesselja Magnúsdóttir",ISL,f,org,5
1975-06-17,"Ernst Zellner",DEU,m,com,4
1975-06-17,"Magnús Magnússon",ISL,m,art,5
1975-06-17,"Sigurður Jóhannsson",ISL,m,gov,4
1975-06-17,"Þorbjörn Arnoddsson",ISL,m,com,5
1975-06-17,"Friðjón Sigurðsson",ISL,m,gov,4
1975-06-17,"Katrín Helgadóttir",ISL,f,edu,5
1975-06-17,"Hjörleifur Hjörleifsson",ISL,m,com,5
1975-06-17,"Hannes Hafstein",ISL,m,dip,5
1975-06-17,"Þorleifur Þórðarson",ISL,m,com,5
1975-06-17,"Kristján Sveinsson",ISL,m,edu,4
1975-06-17,"Tage Jacobsen",DNK,m,dip,5
1975-06-17,"Erlendur Einarsson",ISL,m,com,4
1975-07-20,"Olav Sandvik",NOR,m,edu,5
1975-07-20,"Henrik Edland",NOR,m,edu,5
1975-09-01,"Jörgen Christian Siim",DNK,m,edu,5
1975-09-01,"Francois Jabre",LBN,m,dip,5
1975-09-01,"Heinrich Jessen",DEU,m,com,5
1975-09-01,"R.L. Goldstein",FRA,m,dip,5
1975-09-01,"Bengt Rabaeus",SWE,m,gov,2
1975-09-01,"Bernhard Schmitt",FRA,m,dip,5
1975-10-30,"Valgarð Briem",ISL,m,law,5
1975-10-30,"Ragnhildur Ingibergsdóttir",ISL,f,edu,5
1975-10-30,"Unnur Ágústsdóttir",ISL,f,org,5
1975-10-30,"Árni Bjarnason",ISL,m,org,5
1975-10-30,"Kjartan Ragnars",ISL,m,gov,5
1975-10-30,"Guðlaug Narfadóttir",ISL,f,org,5
1975-10-30,"Hallgrímur Dalberg",ISL,m,gov,5
1975-10-30,"Sigurður Sigurgeirsson",ISL,m,org,5
1975-10-30,"Guðlaugur Þorvaldsson",ISL,m,edu,5
1975-10-30,"Sigurlaug Árnadóttir",ISL,f,org,5
1975-11-20,"Charles-Henri Bonfils",FRA,m,com,3
1975-11-20,"Pierre Schneiter",FRA,m,pol,2
1975-12-05,"Asger Lomholt",DNK,m,gov,5
1975-12-05,"Norman Hamilton",GBR,m,dip,5
1975-12-05,"Jörgen Hertoft",DNK,m,gov,4
1975-12-05,"Trygve Samuelsen",FRO,m,dip,5
1975-12-05,"Kjartan Mohr",FRO,m,pol,4
1975-12-05,"Bengt Strömgren",DNK,m,edu,4
1975-12-18,"Hallgrímur A. Thomsen",ISL,m,law,5
1976-01-01,"Páll S. Pálsson",ISL,m,law,5
1976-01-01,"Magnús Þ. Torfason",ISL,m,law,4
1976-01-01,"Hannes Jónsson",ISL,m,dip,4
1976-01-01,"Ásgeir Magnússon",ISL,m,dip,5
1976-01-01,"Kristján Sigurjónsson",ISL,m,com,5
1976-01-01,"Halla Snæbjörnsdóttir",ISL,f,edu,5
1976-01-01,"Gísli Þorsteinsson",ISL,m,pol,5
1976-01-01,"Tómas Guðmundsson",ISL,m,art,3
1976-01-01,"Hannes Guðmundsson",ISL,m,gov,5
1976-01-01,"Erlingur Þorsteinsson",ISL,m,edu,5
1976-01-01,"Jakob Jónsson",ISL,m,cnc,5
1976-01-01,"Júlíana Sigríður Eiríksdóttir",ISL,f,edu,5
1976-01-05,"W.J.G. baron Gevers",NLD,m,dip,2
1976-01-20,"Johannes Andenæs",NOR,m,edu,4
1976-01-20,"W. Edler von Eyben",DNK,m,edu,4
1976-01-20,"Sakari Sohlberg",FIN,m,law,2
1976-01-20,"Bernt Hjejle",DNK,m,law,3
1976-01-20,"Kai Juuranto",FIN,m,dip,4
1976-03-10,"Frederick Durand",FRA,m,edu,5
1976-03-10,"Regis Boyer",FRA,m,edu,5
1976-03-10,"Frederick Irving",USA,m,dip,2
1976-03-10,"Alphons Wiederkehr",CHE,m,dip,4
1976-03-20,"Andre de Staercke",BEL,m,dip,2
1976-03-23,"Jens Dragöy",NOR,m,dip,4
1976-03-30,"Örn Ó. Johnson",ISL,m,com,4
1976-03-30,"Hjörtur Hjartarson",ISL,m,org,5
1976-03-30,"Guðrún Vigfúsdóttir",ISL,f,art,5
1976-03-30,"Egill Hallgrímsson",ISL,m,edu,5
1976-03-30,"Ólafur Egilsson",ISL,m,gov,5
1976-03-30,"Finnur Jónsson",ISL,m,art,4
1976-03-30,"Valur Gíslason",ISL,m,art,4
1976-03-30,"Alfreð Elíasson",ISL,m,com,4
1976-04-10,"Jörgen Gotfredsen",DNK,m,pol,5
1976-04-10,"Alf Schiöttz - Christensen",DNK,m,art,4
1976-04-10,"Jörgen von Klenau",DNK,m,com,5
1976-04-10,"Tom B. Sodemann",DNK,m,com,5
1976-04-10,"Giulio Terruzzi",ITA,m,dip,3
1976-05-20,"Öivind Wendelbo Aanensen",NOR,m,dip,5
1976-05-20,"Lauri Hamalinen",FIN,m,gov,5
1976-05-20,"Oda E Hövik",NOR,f,dip,5
1976-05-20,"Hannu K. Kärkkäinen",FIN,m,com,4
1976-05-20,"Matti K. Kahiluoto",FIN,m,dip,3
1976-05-20,"Valdemar Fröjd",FIN,m,dip,4
1976-05-26,"Olavi Munkki",FIN,m,dip,2
1976-06-01,"Eggert V. Briem",USA,m,???,5
1976-06-01,"Friedrich W.E. Fuchs",DEU,m,dip,4
1976-06-01,"Walter B. Wriston",USA,m,com,4
1976-06-17,"Guðmundur Kjærnested",ISL,m,com,5
1976-06-17,"Höskuldur Skarphéðinsson",ISL,m,com,5
1976-06-17,"Helgi Hallvarðsson",ISL,m,com,5
1976-06-17,"Hafsteinn Guðmundsson",ISL,m,art,5
1976-06-17,"Sigurjón Hannesson",ISL,m,com,5
1976-06-17,"Anna Þorsteinsdóttir",ISL,f,org,5
1976-06-17,"Hannes Pálsson",ISL,m,com,5
1976-06-17,"Gunnar H. Ólafsson",ISL,m,com,5
1976-06-17,"Finnur Frímann Kristjánsson",ISL,m,com,5
1976-06-17,"Bjarney Samúelsdóttir",ISL,f,edu,5
1976-06-17,"Sigurður Þ. Árnason",ISL,m,com,5
1976-06-17,"Guðjón Ármann",ISL,m,com,5
1976-06-17,"Þorgrímur V. Sigurðsson",ISL,m,cnc,5
1976-06-17,"Guðmundur Sveinsson",ISL,m,edu,5
1976-06-17,"Jónas Jónsson",ISL,m,com,5
1976-06-17,"Bjarni Ó. Helgason",ISL,m,com,5
1976-06-17,"Þröstur Sigtryggsson",ISL,m,com,5
1976-06-19,"Steen Bjarnhof",DNK,m,edu,5
1976-07-15,"Josef Rajchart",CSK,m,dip,4
1976-07-15,"Kjeld Vibe",NOR,m,gov,3
1976-07-15,"Rodney N. Hatcher",USA,m,com,5
1976-07-15,"Charles Howard Hallson",USA,m,dip,5
1976-07-15,"Knut Frydenlund",NOR,m,pol,2
1976-07-20,"Maj-Britt Imnander",SWE,f,org,5
1976-08-04,"Harold E. Rich",USA,m,mil,3
1976-08-15,"Walter W. Cobler",DEU,m,dip,4
1976-09-01,"Maria Eulalia",DNK,f,cnc,5
1976-10-01,"Kjell Eliassen",NOR,m,gov,3
1976-10-01,"Kjell Eliassen",NOR,m,gov,3
1976-10-01,"Frithjof Jacobsen",NOR,m,dip,2
1976-10-01,"Olav Sole",NOR,m,dip,4
1976-10-01,"Sverre J. Gjellum",NOR,m,gov,2
1976-10-12,"Þórarinn Þórarinsson",ISL,m,edu,4
1976-10-12,"Oddur Ólafsson",ISL,m,pol,4
1976-10-12,"Kristján Guðlaugsson",ISL,m,org,4
1976-10-12,"Sveinn B. Valfells",ISL,m,dip,4
1976-10-12,"Vilhjálmur Þ. Gíslason",ISL,m,art,3
1976-10-12,"Garðar Þorsteinsson",ISL,m,edu,4
1976-10-12,"Agnar Kofoed-Hansen",ISL,m,com,4
1976-10-12,"Helga Magnúsdóttir",ISL,f,org,4
1976-10-12,"Gunnar Guðjónsson",ISL,m,org,4
1976-10-12,"Brynjólfur Ingólfsson",ISL,m,gov,4
1976-10-25,"Villy Christiansen",DNK,m,org,5
1976-11-01,"Jacob S. Mellegard",IRN,m,dip,4
1976-11-25,"David Wiesley",MEX,m,dip,4
1977-01-01,"Einar Steindórsson",ISL,m,edu,5
1977-01-01,"Sigurjón Stefánsson",ISL,m,com,5
1977-01-01,"Sigrún Magnúsdóttir",ISL,f,edu,5
1977-01-01,"Oddur Guðjónsson",ISL,m,dip,3
1977-01-01,"Halldór Pétursson",ISL,m,art,5
1977-01-01,"Sveinn Benediktsson",ISL,m,com,5
1977-01-01,"Hálfdán Björnsson",ISL,m,com,5
1977-01-01,"Magdalena Sigurþórsdóttir",ISL,f,edu,5
1977-01-01,"Sigríður Ingimarsdóttir",ISL,f,org,5
1977-01-01,"Valgarð Thoroddsen",ISL,m,gov,5
1977-01-01,"Guðjón Jónsson",ISL,m,com,5
1977-01-05,"Savvas Johannidis",CYP,m,dip,5
1977-02-10,"Albert Norman Kipnis",USA,m,dip,5
1977-02-10,"Harry C. Odolf",USA,m,dip,5
1977-02-10,"Helge W. Winck",SWE,m,dip,5
1977-02-10,"Lennart Enström",SWE,m,dip,5
1977-02-10,"Björn Bjornson",USA,m,dip,4
1977-02-10,"Georges-Frank de Montenach",CHE,m,dip,5
1977-02-10,"Jón Marvin Jónsson",USA,m,dip,5
1977-02-10,"Paul Sveinbjorn Johnson",USA,m,dip,4
1977-02-10,"Maurice K. Horowitz",USA,m,dip,5
1977-02-10,"Arne S. Arnesen",BRA,m,dip,5
1977-02-10,"Robert C. Knoop",USA,m,dip,4
1977-02-10,"Arne Johan Henrichsen",NOR,m,edu,3
1977-02-10,"Vladimir Gavrilovic",YUG,m,dip,4
1977-02-10,"Oskar Bandle",CHE,m,edu,5
1977-02-14,"Alfred Schubrig",AUT,m,dip,4
1977-02-20,"Gerald P.R. Martin",DEU,m,???,5
1977-03-01,"Olli Oleg Bergman",FIN,m,dip,2
1977-03-01,"Otto Löffler",DEU,m,dip,4
1977-03-01,"Alberto Quevedo-Toro",COL,m,dip,2
1977-03-01,"Federico Hilbeti Seminario",PER,m,dip,2
1977-03-01,"Leo L. Weil",USA,m,com,5
1977-03-30,"Páll Ásgeir Tryggvason",ISL,m,dip,4
1977-03-30,"Sigurður Samúelsson",ISL,m,edu,4
1977-03-30,"Maria Hildegard",ISL,m,cnc,5
1977-03-30,"Jean de Gaudemar",FRA,m,dip,5
1977-03-30,"Jakob Jónsson",ISL,m,law,5
1977-03-30,"Árni Gestsson",ISL,m,com,5
1977-03-30,"Sigurður Hafstað",ISL,m,dip,4
1977-03-30,"Knut Tvedt",NOR,m,com,4
1977-04-05,"Otto Erdland",DEU,m,com,5
1977-04-05,"Jacques Dumas-Lairolle",FRA,m,dip,5
1977-04-05,"Bertrand Georges Balguerie",FRA,m,dip,5
1977-04-10,"David C. Ryeland",GBR,m,dip,5
1977-04-10,"Frank W.C. Pitt",GBR,m,dip,4
1977-04-10,"Arne Noe-Nygaard",DNK,m,edu,4
1977-04-10,"Jón Olgeirsson",GBR,m,dip,5
1977-04-10,"Thomas P. Hogan",IRL,m,dip,5
1977-04-20,"Egon Drostby",DNK,m,gov,5
1977-05-03,"Sven Aage Nielsen",DNK,m,dip,2
1977-05-10,"Werner Schutzbach",CHE,m,art,5
1977-05-10,"Erich Eibl",AUT,m,dip,5
1977-05-10,"Finn Tulinius",DNK,m,cnc,4
1977-05-10,"Daniel Paret",FRA,m,com,5
1977-05-20,"Erwin A.J. Gasser",AUT,m,dip,5
1977-05-25,"Sören Langvad",DNK,m,com,5
1977-05-25,"Ludwig Janssen",DEU,m,dip,5
1977-06-10,"Ernst O. Hesse",DEU,m,dip,4
1977-06-17,"Ágúst Þorvaldsson",ISL,m,pol,5
1977-06-17,"Trausti Einarsson",ISL,m,edu,4
1977-06-17,"Halldóra Eggertsdóttir",ISL,f,edu,5
1977-06-17,"Arnheiður Jónsdóttir",ISL,f,edu,5
1977-06-17,"Friðrik Einarsson",ISL,m,edu,4
1977-06-17,"Sigurður H. Egilsson",ISL,m,com,5
1977-06-17,"Guðmundur Löve",ISL,m,org,5
1977-06-17,"Jón Kristjánsson",ISL,m,org,5
1977-06-17,"Ole Bentzen",DNK,m,edu,5
1977-06-17,"Haraldur Kröyer",ISL,m,dip,3
1977-06-17,"Einar Guðfinnsson",ISL,m,com,3
1977-06-17,"Svavar Guðnason",ISL,m,art,5
1977-06-17,"Jón Árnason",ISL,m,pol,5
1977-06-17,"Páll Gíslason",ISL,m,edu,5
1977-06-20,"Jaime Urquijo",ESP,m,dip,3
1977-07-15,"Karl Schütz",DEU,m,gov,4
1977-07-15,"Ekkehard Kissling",DEU,m,com,4
1977-07-15,"Siegfried Fröhlich",DEU,m,gov,2
1977-07-15,"Horst Herold",DEU,m,gov,3
