date,name,nationality,sex,category,class
1938-12-01,"Jón Maríasson",ISL,m,gov,5
1938-12-01,"Konráð Hjálmarsson",ISL,m,com,2
1938-12-01,"Ágúst Þórarinsson",ISL,m,com,5
1938-12-01,"Þórarinn Kristjánsson",ISL,m,gov,5
1938-12-01,"Halldóra Ólafs",ISL,f,com,5
1938-12-01,"Sighvatur Bjarnason",ISL,m,com,5
1938-12-01,"Sem Erlandsson",SWE,m,com,5
1938-12-01,"Oddur Björnsson",ISL,m,art,4
1938-12-01,"Poul Ingholt",DNK,m,com,3
1938-12-01,"G. Hilmer Lundbeck",USA,m,com,5
1938-12-01,"Helgi Guðmundsson",ISL,m,com,4
1938-12-01,"Lars Gundersen Grönvold",GBR,m,com,3
1938-12-01,"Óli Vilhjálmsson",ISL,m,com,5
1938-12-01,"Sigurgeir Gíslason",ISL,m,com,5
1938-12-01,"Bjarni Jónsson",ISL,m,com,5
1938-12-01,"Júlíus Schopka",ISL,m,com,5
1938-12-01,"Sigurður Sigtryggsson",ISL,m,edu,5
1938-12-01,"Tryggvi Sveinbjörnsson",ISL,m,gov,5
1938-12-01,"Carl Olsen",ISL,m,dip,5
1938-12-01,"Stefán Jónsson",ISL,m,com,5
1938-12-01,"Jóhann J. Eyfirðingur",ISL,m,com,5
1938-12-01,"Eggert Finnson",ISL,m,com,5
1938-12-01,"Olaf Klose",DEU,m,gov,5
1938-12-01,"Friðrik Friðriksson",ISL,m,cnc,3
1938-12-01,"Þorsteinn Scheving Thorsteinsson",ISL,m,edu,5
1938-12-01,"Árni Gíslason",ISL,m,com,5
1938-12-01,"Hannes Thorarensen",ISL,m,org,5
1938-12-01,"Þuríður Bárðardóttir",ISL,f,edu,5
1938-12-01,"Sigurður Magnússon",ISL,m,edu,4
1939-01-25,"C. Berg-Hansen",NOR,m,com,5
1939-01-25,"Andreas Wiliam Simmelhag",DNK,m,com,5
1939-01-25,"Howard Little",USA,m,edu,5
1939-01-25,"Henry Adolph Römeling",DNK,m,com,5
1939-01-25,"Gustaf Verner Neander",SWE,m,gov,4
1939-01-25,"Jörgen Henrik Harms",DNK,m,mil,5
1939-03-06,"Christian E. Aagaard",DNK,m,art,5
1939-03-06,"Niels Torkil-Jensen",DNK,m,edu,5
1939-03-06,"Ib Marius Windfeld",DNK,m,law,5
1939-03-06,"Gunnar Fredrik Albreicht",FIN,m,gov,2
1939-03-24,"Eiler Krog-Prytz",NOR,m,edu,4
1939-03-24,"Arthur Nordlie",NOR,m,pol,4
1939-03-24,"Birger Ekdahl",SWE,m,com,5
1939-04-18,"E.B. Bramsen",DNK,m,org,4
1939-04-26,"C.N.G. Jorck",MCO,m,dip,4
1939-04-26,"Albert Jean Philippe Zarzecki",FRA,m,dip,5
1939-06-17,"Hjalmar Bergmann",CAN,m,???,3
1939-06-17,"Brandsson",CAN,m,???,3
1939-06-17,"Ofeigur Sigurdsson",CAN,m,com,5
1939-06-17,"Stefán Einarsson",USA,m,edu,5
1939-06-17,"Arni Helgason",USA,m,com,5
1939-06-17,"Kristinn Hinriksson",CAN,m,???,5
1939-06-17,"Zophonias Thorkelsson",CAN,m,com,4
1939-06-17,"Kristjan Richter",USA,m,com,5
1939-06-17,"Skuli Johnson",CAN,m,edu,5
1939-06-17,"Sveinn Thorvaldsson",CAN,m,com,4
1939-06-17,"Sveinbjörn Jonsson",USA,m,edu,4
1939-06-17,"Barði Skulason",USA,m,law,4
1939-06-17,"A. Olsson",USA,m,???,5
1939-06-17,"Rögnvaldur Pjetursson",CAN,m,???,3
1939-06-17,"Torbergur Thorvaldsson",CAN,m,edu,5
1939-06-17,"Jon Bildfell",CAN,m,???,4
1939-06-17,"Ragnar H. Ragnars",ISL,m,art,5
1939-06-17,"Guttormur J. Guttormsson",CAN,m,art,4
1939-06-17,"Arni Eggertsson",CAN,m,dip,3
1939-06-17,"Richard Beck",USA,m,edu,5
1939-06-17,"Guðmundur Grimsson",USA,m,law,3
1939-06-17,"Steingrimur Þorlaksson",USA,m,cnc,5
1939-06-17,"Hans B. Thorgrimsen",USA,m,cnc,5
1939-06-17,"Kristinn Olafsson",USA,m,cnc,4
1939-06-17,"Asm. P. Johannsson",CAN,m,com,3
1939-06-17,"Albert Kristjansson",CAN,m,cnc,4
1939-06-17,"Magnus Magnusson",USA,m,com,5
1939-06-17,"Hjörtur Þorðarson",USA,m,???,4
1939-06-17,"Nína Sæmundsson",USA,f,art,5
1939-06-17,"Helga G. Stephansson",USA,f,???,5
1939-06-17,"Joseph Thorsson",CAN,m,pol,3
1939-06-17,"Emile Walters",USA,f,art,5
1939-06-17,"William W. Kennedy",CAN,m,mil,3
1939-06-17,"Leifur Magnússon",USA,m,gov,4
1939-06-17,"Gunnar Bjornson",USA,m,pol,3
1939-07-11,"Hans Jaden",AUT,m,???,4
1939-07-11,"K.A. Monrad-Hansen",DNK,m,dip,2
1939-09-21,"Chr. Hansson",NOR,m,com,4
1939-09-21,"Andreas Holdö",NOR,m,pol,5
1939-09-21,"Hjalmar Fugelli",NOR,m,com,5
1939-09-21,"Leo Frederiksen",DNK,m,law,5
1939-09-21,"Runolfur Marteinsson",CAN,m,edu,5
1939-09-21,"Victor Hoffmann",DEU,m,edu,5
1939-09-21,"Holger Mikkelsen",DNK,m,edu,5
1939-09-21,"Wilhelm Jörgensen",DNK,m,com,5
1939-10-13,"Sigurður Magnus Johannesson",CAN,m,edu,5
1939-10-13,"Ernst Frederik Hougen",NOR,m,gov,4
1939-10-13,"Kare Ingstad",NOR,m,gov,5
1939-10-13,"Julius Christian Foss",DNK,m,art,5
1939-10-13,"Johann Magnus Bjarnason",CAN,m,art,5
1939-10-13,"Guttorm Sollid",NOR,m,com,5
1939-10-13,"Per Preben Prebensen",NOR,m,gov,4
1939-11-10,"Carl Th. Jensen",DNK,m,org,4
1939-11-10,"Paul Hansen",DNK,m,com,5
1939-11-10,"Knud Lauritzen",DNK,m,dip,5
1939-11-17,"Jean Engelbert-Petersen",DNK,m,com,5
1939-11-17,"Sven Ingvar",SWE,m,edu,4
1939-11-17,"Ludvig Storr",DNK,m,dip,5
1939-12-11,"Grettir L. Johannsson",CAN,m,dip,5
1939-12-11,"Edvard Storr",DNK,m,com,4
1939-12-11,"Thorbjörn Torlaksson",CAN,m,edu,5
1939-12-11,"Frederik Braae-Hansen",DNK,m,edu,5
1940-01-16,"Sigvaldi Guðmundsson",ISL,m,com,5
1940-01-16,"Þórhallur Sigtryggsson",ISL,m,com,5
1940-01-16,"Jón Þorsteinsson",ISL,m,org,5
1940-01-16,"Erlendur Pjetursson",ISL,m,org,5
1940-01-16,"Stefán Þórarinsson",ISL,m,pol,5
1940-01-16,"Gunnar Ólafsson",ISL,m,dip,4
1940-01-16,"Haraldur Sigurðsson",ISL,m,com,5
1940-01-16,"Páll Ísólfsson",ISL,m,art,5
1940-01-16,"Pjetur Ingimundarson",ISL,m,gov,5
1940-01-16,"Þórdís Carlquist",ISL,f,edu,5
1940-01-16,"Jón Halldórsson",ISL,m,art,5
1940-01-16,"Ágúst H. Bjarnason",ISL,m,edu,4
1940-01-16,"Gísli Sveinsson",ISL,m,gov,4
1940-01-16,"Magnús Jónsson",ISL,m,edu,4
1940-01-16,"Sigurður Þórðarson",ISL,m,art,5
1940-01-16,"Sigurður Guðmundsson",ISL,m,gov,5
1940-01-16,"Jón Guðbrandsson",ISL,m,gov,5
1940-01-16,"Eyjólfur Jónsson",ISL,m,gov,5
1940-01-16,"Guðmundur Bergsson",ISL,m,gov,5
1940-01-16,"María Markan",ISL,f,art,5
1940-01-16,"Stefán Íslandi",ISL,m,art,5
1940-01-16,"Steingrímur Jónsson",ISL,m,gov,4
1940-01-16,"Gunnar Gunnarsson",ISL,m,art,3
1940-01-16,"Gunnar Marel Jónsson",ISL,m,com,5
1940-01-16,"Jón Hermannsson",ISL,m,gov,4
1940-01-16,"Halldór Jónsson",ISL,m,cnc,5
1940-01-16,"Ingólfur Gíslason",ISL,m,edu,5
1940-01-16,"Sigurður Halldórsson",ISL,m,com,5
1940-02-20,"Lou R. Crandall",USA,m,com,5
1940-03-11,"J.A.S. van Deurs",DNK,m,edu,5
1940-04-18,"A.M. Dam",DNK,m,mil,5
1940-04-18,"Vilhelm T.G. Fischer",DNK,m,pol,5
1940-04-18,"A.Chr. Berthelsen",DNK,m,mil,5
1942-01-19,"Alexander Jóhannesson",ISL,m,edu,3
1942-01-19,"Magnús Sigurðsson",ISL,m,com,2
1942-01-19,"Guðjón Samúelsson",ISL,m,edu,3
1942-01-19,"Einar Kristinn Auðunsson",ISL,m,com,5
1942-11-30,"Gerd Grieg",NOR,f,art,5
1942-12-01,"Vigfús Einarsson",ISL,m,gov,4
1942-12-01,"Sigrún Blöndal",ISL,f,edu,5
1942-12-01,"Geir Zoëga",ISL,m,gov,4
1942-12-01,"Gunnlaugur Einarsson",ISL,m,edu,5
1942-12-01,"Vilhjálmur Þór",ISL,m,com,4
1942-12-01,"Steingrímur Jónsson",ISL,m,gov,5
1942-12-01,"Ólafur Þorsteinsson",ISL,m,edu,4
1942-12-01,"Helgi Briem",ISL,m,dip,4
1942-12-01,"Stefán Þorvarðarson",ISL,m,gov,4
1942-12-01,"Ólafur Johnson",ISL,m,dip,4
1942-12-01,"Gunnlaugur Kristmundsson",ISL,m,gov,5
1942-12-01,"Árni Pálsson",ISL,m,com,5
1942-12-01,"Pétur Benediktsson",ISL,m,dip,3
1942-12-01,"Helgi H. Eiríksson",ISL,m,edu,5
1942-12-01,"M. E. Jessen",ISL,m,edu,5
1942-12-01,"Árni Eylands",ISL,m,com,5
1942-12-01,"Þorsteinn Briem",ISL,m,pol,4
1942-12-01,"Bernhard Petersen",ISL,m,com,5
1942-12-01,"Alexander Gíslason",ISL,m,com,5
1942-12-01,"Þorvaldur Friðfinnsson",ISL,m,com,5
1942-12-01,"Þormóður Eyjólfsson",ISL,m,dip,4
1942-12-01,"Jón Bergsveinsson",ISL,m,gov,5
1942-12-01,"Bjarni Jónsson",ISL,m,cnc,4
1942-12-01,"Einar Pall Jonsson",CAN,m,art,5
1942-12-01,"Stefán Einarsson",CAN,m,art,5
1942-12-01,"Gísli Þorvarðarson",ISL,m,com,5
1942-12-01,"Eyjólfur Guðmundsson",ISL,m,com,5
1942-12-01,"Kristján Bergsson",ISL,m,com,5
1942-12-01,"Guðmundur Sveinsson",ISL,m,com,5
1942-12-01,"Ólafur Ófeigsson",ISL,m,com,5
1942-12-01,"Bergsteinn Ólafsson",ISL,m,com,5
1942-12-01,"A. Lagerfelt",DNK,m,gov,5
1942-12-01,"Thor Thors",ISL,m,dip,3
1942-12-01,"Guðbjörg Þorleifsdóttir",ISL,f,org,5
1942-12-01,"Jón Jónsson",ISL,m,com,5
1942-12-01,"Jón H. Fjalldal",ISL,m,com,5
1942-12-01,"Magnús Pétursson",ISL,m,edu,4
1942-12-01,"Jóhann Jósefsson",ISL,m,pol,4
1942-12-01,"Þorsteinn Þorsteinsson",ISL,m,gov,4
1942-12-01,"Sigurgeir Sigurðsson",ISL,m,cnc,4
1942-12-01,"Helgi Helgason",ISL,m,art,5
1942-12-01,"Guðrún Gísladóttir",ISL,f,art,5
1942-12-01,"Hákon Finnsson",ISL,m,com,5
1942-12-01,"Ólafur Jónsson",ISL,m,org,5
1942-12-01,"Kristján H. Benjamínsson",ISL,m,pol,5
1942-12-01,"Guðmundur Lýðsson",ISL,m,com,5
1942-12-01,"Laurits Zöllner",DNK,m,dip,3
1942-12-01,"Kristín Jacobson",ISL,f,org,4
1943-12-01,"Jón Hjaltalín Sveinbjörnsson",ISL,m,gov,2
1944-01-04,"Jón Krabbe",ISL,m,dip,2
1944-01-04,"Vilhjálmur Finsen",ISL,m,???,3
1944-02-05,"Þorlákur Sigurðsson",ISL,m,dip,5
1944-02-05,"Arni Helgason",USA,m,dip,4
1944-02-05,"Sigursteinn Magnússon",ISL,m,dip,5
1944-02-05,"Erik Schacke",GBR,m,dip,5
1944-02-05,"Richard Beck",USA,m,edu,4
1944-02-05,"Hjalmar Bjornson",USA,m,art,4
1944-02-05,"Sveinbjörn Jonsson",USA,m,edu,3
1944-04-15,"Hjalti Jónsson",ISL,m,dip,4
1944-06-03,"Jón Ásbjörnsson",ISL,m,law,4
1944-06-03,"Gísli Jónsson",ISL,m,com,5
1944-06-03,"Guðmundur Jörgensson",ISL,m,com,5
1944-06-03,"Hilmar Stefánsson",ISL,m,com,5
1944-06-03,"Björn Kristjánsson",ISL,m,com,5
1944-06-03,"Valgerður Þórðardóttir",ISL,f,com,5
1944-06-03,"Kristinn Jónsson",ISL,m,com,5
1944-06-03,"Páll Sveinsson",ISL,m,edu,4
1944-06-03,"Páll Pálmason",ISL,m,gov,5
1944-06-03,"Björn Eymundsson",ISL,m,com,5
1944-06-03,"Viggo Björnsson",ISL,m,com,5
1944-06-03,"Guðmundur Guðmundsson",ISL,m,edu,5
1944-06-03,"Einar Árnason",ISL,m,pol,3
1944-06-03,"Guðrún Jónasson",ISL,f,gov,5
1944-06-03,"Friðrik V. Ólafsson",ISL,m,edu,5
1944-06-03,"Jóhanna Friðriksdóttir",ISL,f,edu,5
1944-06-03,"Sigurgeir Sigurðsson",ISL,m,cnc,3
1944-06-03,"Gísli Sveinsson",ISL,m,pol,3
1944-06-03,"Bjarni Jónsson",ISL,m,art,5
1944-06-03,"Ingibjörg Þorláksson",ISL,f,org,4
1944-06-03,"Sigurður Jónsson",ISL,m,art,5
1944-06-03,"Þórarinn Benediktsson",ISL,m,pol,5
1944-06-03,"Guðmundur Markússon",ISL,m,com,5
1944-06-03,"Halldór Þorsteinsson",ISL,m,com,4
1944-06-03,"Guðlaugur Rósinkranz",ISL,m,edu,5
1944-06-03,"Agnar F. Kofoed-Hansen",ISL,m,gov,4
1944-06-03,"Victor von Urbancic",ISL,m,art,5
1944-06-03,"Lárus Fjeldsted",ISL,m,law,4
1944-06-03,"Eiríkur B. Finnsson",ISL,m,com,5
1944-06-03,"Guðmundur Gamalíelsson",ISL,m,art,5
1944-06-03,"Magnús Gíslason",ISL,m,gov,5
1944-06-03,"Pétur Ólafsson",ISL,m,com,5
1944-06-03,"Valtýr Stefánsson",ISL,m,art,4
1944-06-03,"Haraldur Böðvarsson",ISL,m,com,4
1944-06-03,"Andrés Ólafsson",ISL,m,pol,5
1944-06-03,"Þorbergur Guðmundsson",ISL,m,com,5
1944-06-03,"Matthías Þórðarson",ISL,m,gov,3
1944-06-03,"Halldór Hansen",ISL,m,edu,4
1944-06-03,"Sigurður Björnsson",ISL,m,gov,5
1944-06-03,"Friðrik Hallgrímsson",ISL,m,cnc,4
1944-06-03,"Sigurður Runólfsson",ISL,m,com,5
1944-06-03,"Jón Gestsson",ISL,m,com,5
1944-06-03,"Helgi Bergs",ISL,m,com,5
1944-06-03,"Carl Finsen",ISL,m,com,5
1944-06-03,"Páll Stefánsson",ISL,m,com,5
1944-06-03,"Guðrún Indriðadóttir",ISL,f,art,5
1944-06-03,"Kristján Ó. Skagfjörð",ISL,m,com,5
1944-06-03,"Ágúst Helgason",ISL,m,com,4
1944-06-03,"Eggert Kristjánsson",ISL,m,com,5
1944-07-03,"Einar Jónsson",ISL,m,art,2
1944-09-23,"Sigurður Kristjánsson",ISL,m,art,3
1945-05-21,"Gerd Grieg",NOR,f,art,4
1945-06-15,"Arngrímur Kristjánsson",ISL,m,edu,5
1945-06-15,"Jens Hólmgeirsson",ISL,m,gov,5
1945-06-15,"Sigurður E. Ólason",ISL,m,law,5
1945-06-15,"Richard Thors",ISL,m,com,3
1945-06-15,"Halldór Jakobsson",ISL,m,gov,5
1945-06-15,"Eyjólfur Jóhannesson",ISL,m,com,4
1945-06-17,"Stefán Þorvarðarson",ISL,m,dip,3
1945-06-17,"Haraldur Sigmar",CAN,m,cnc,5
1945-06-17,"Knud Zimsen",ISL,m,pol,3
1945-06-17,"Björn Jónsson",ISL,m,com,5
1945-06-17,"Gunnþórunn Halldórsdóttir",ISL,f,art,4
1945-06-17,"Erik Joseph Philiph",SWE,m,gov,4
1945-06-17,"Jón Magnússon",ISL,m,com,5
1945-06-17,"Guðmundur Guðnason",ISL,m,com,5
1945-06-17,"Sigfús Blöndal",ISL,m,???,4
1945-07-13,"Thorvald H. Krabbe",DNK,m,gov,3
1945-07-19,"Ernst Carlsen",DNK,m,dip,3
1945-07-19,"H.H. Kauffmann",DNK,m,dip,2
1945-07-19,"C.A.C. Brun",DNK,m,dip,4
1945-09-02,"Peter Yssing",DNK,m,gov,5
1945-09-02,"Sigvard Friid",NOR,m,gov,5
1945-09-19,"Thorsten Petterson",SWE,m,com,4
1945-09-19,"Sverre Sohlman",SWE,m,com,4
1945-09-19,"O. Lefler",SWE,m,com,5
1945-09-19,"R. Sohlman",SWE,m,com,3
1945-09-19,"Leif A.L. Belfrage",SWE,m,gov,4
1945-10-11,"Guðrún Gísladóttir",ISL,f,edu,5
1945-10-11,"Bjarni Jónsson",ISL,m,com,5
1945-10-11,"Jónmundur Halldórsson",ISL,m,cnc,5
1945-10-11,"Hjörleifur Jónsson",ISL,m,com,5
1945-10-11,"Gunnar Gregersen",DNK,m,com,4
1945-10-11,"Einar Thorlacius",ISL,m,cnc,5
1945-10-11,"Rannveig Schmidt",ISL,f,art,5
1945-10-11,"Kay Langvad",DNK,m,com,5
1945-10-11,"Soffía Skúladóttir",ISL,f,???,5
1945-10-11,"Hallgrímur Jónsson",ISL,m,edu,5
1945-10-11,"Knud Höjgaard",DNK,m,com,3
1945-10-11,"Georg Lyngby Höst",DNK,m,dip,2
1945-10-11,"Árni Einarsson",ISL,m,com,5
1945-10-15,"Friðfinnur Guðjónsson",ISL,m,art,4
1945-10-15,"Jón Sumarliðason",ISL,m,pol,5
1945-10-15,"Sigurður Gíslason",ISL,m,law,5
1945-10-15,"Friðrik Rafnar",ISL,m,cnc,4
1945-10-15,"M.E. Jessen",ISL,m,edu,4
1945-10-15,"Halldór Sigurðsson",ISL,m,com,5
1945-10-15,"Jón Árnason",ISL,m,art,5
1945-10-15,"Friðrik V. Ólafsson",ISL,m,edu,4
1945-10-15,"Ásgeir Sigurðsson",ISL,m,com,4
1945-10-15,"Sigurjón Á. Ólafsson",ISL,m,pol,4
1945-10-15,"Benedikt Jónasson",ISL,m,com,5
1945-10-15,"Geir G. Zoëga",ISL,m,gov,3
1945-10-15,"P.L. Mogensen",ISL,m,edu,4
1945-11-15,"D. B. Beary",USA,m,mil,3
1945-12-27,"Kjartan Thors",ISL,m,dip,4
1945-12-27,"Jón Sigurðsson",ISL,m,com,5
1945-12-27,"Sigurður Sigurðsson",ISL,m,edu,4
1945-12-27,"Bogi Ólafsson",ISL,m,edu,5
1945-12-27,"Magnús Guðnason",ISL,m,com,5
1945-12-27,"Jakob Einarsson",ISL,m,edu,5
1945-12-27,"Guðbrandur Björnsson",ISL,m,edu,5
1946-01-01,"Guðmundur Þorbjarnarson",ISL,m,com,5
1946-01-01,"Jón Sigurðsson",ISL,m,gov,4
1946-01-01,"Viggo Zadig",SWE,m,edu,5
1946-01-01,"Johannes Faurholt",DNK,m,com,5
1946-01-01,"Niels Thomas Svenningsen",DNK,m,dip,2
1946-01-01,"Agnar Kl. Jónsson",ISL,m,gov,5
1946-01-01,"Ingvar Gunnarsson",ISL,m,edu,5
1946-01-01,"J.C. Möller",DNK,m,com,5
1946-01-01,"Emanuel Cortes",ISL,m,com,5
1946-01-01,"Georgía Björnsson",ISL,f,rul,2
1946-01-17,"Jóhannes Jóhannesson",ISL,m,gov,2
1946-02-10,"Helga Bak",DNK,f,edu,5
1946-02-10,"Chr. Westergaard-Nielsen",DNK,m,edu,5
1946-02-10,"Guðmundur Hlíðdal",ISL,m,gov,3
1946-02-10,"Auker Eugelund",DNK,m,edu,3
1946-05-06,"Johannes Patursson",FRO,m,pol,4
1946-05-06,"Guðjón Jónsson",ISL,m,com,5
1946-05-06,"Vigfús Einarsson",ISL,m,gov,3
1946-06-17,"Jón Eiríksson",ISL,m,com,5
1946-06-17,"Ásta Magnúsdóttir",ISL,f,gov,5
1946-06-17,"Gísli Guðmundsson",ISL,m,art,5
1946-06-17,"Ásmundur Guðmundsson",ISL,m,edu,5
1946-06-17,"Gunnlaugur E. Briem",ISL,m,gov,5
1946-07-03,"Guðrún de Fontenay",DNK,f,dip,4
1946-07-13,"Júlíus Havsteen",ISL,m,gov,5
1946-07-26,"Elisabeth Vestergaard",DNK,f,org,5
1946-08-18,"Bjarni Benediktsson",ISL,m,pol,5
1946-11-15,"Kenneth F. Davis",USA,m,mil,4
1946-11-15,"Albert E. Henderson",USA,m,mil,4
1946-11-15,"Martinus Stenseth",USA,m,mil,4
1946-11-15,"Key William S.",USA,m,mil,3
1946-11-15,"F. Ulstrup",NOR,m,mil,4
1946-11-15,"Charles H. Bonesteal",USA,m,mil,3
1946-11-15,"J.L. Kaufman",USA,m,mil,3
1946-11-15,"Valdimar Bjornson",CAN,m,mil,4
1946-11-15,"Early E.W. Duncan",USA,m,mil,4
1946-11-15,"E.P. Brewer",USA,m,mil,4
1946-11-15,"E.D. Vincent",USA,m,mil,4
1946-12-01,"Helgi Ingvarsson",ISL,m,edu,5
1946-12-01,"Gústav A. Jónasson",ISL,m,gov,5
1946-12-20,"P.L.O. Frohn",DNK,m,org,5
1946-12-28,"L.P. Borberg",DNK,m,com,3
1946-12-28,"Age Vedel Taning",DNK,m,edu,4
1946-12-28,"William Carr",FRA,m,dip,4
1946-12-28,"Marcius Vielsen",DNK,m,com,4
1946-12-28,"F. Brinch",DNK,m,com,4
1947-01-01,"Laufey Vilhjálmsdóttir",ISL,f,???,5
1947-01-01,"Eggert Claessen",ISL,m,law,3
1947-01-01,"Jónas Rafnar",ISL,m,edu,5
1947-01-01,"Björn Ólafs",ISL,m,com,5
1947-01-01,"Árni Thorsteinsson",ISL,m,art,5
1947-01-01,"Óli Vilhjálmsson",ISL,m,com,4
1947-01-11,"Brynjólfur Jóhannesson",ISL,m,art,5
1947-01-31,"Ralph S. Wentworth",USA,m,mil,4
1947-01-31,"Arthur E. Merzau",GBR,m,com,4
1947-02-03,"Ársæll Árnason",ISL,m,com,5
1947-02-03,"Einar Erlendsson",ISL,m,com,5
1947-02-03,"Agnar Kl. Jónsson",ISL,m,gov,4
1947-04-14,"Ira D. Snyder",USA,m,mil,4
1947-04-29,"Gustav Rasmussen",DNK,m,pol,2
1947-04-29,"C.A.G. Brun",DNK,m,dip,2
1947-04-29,"J.R. Dahl",DNK,m,gov,3
1947-06-17,"Walter E. Holmstedt",SWE,m,edu,5
1947-06-17,"Einar Kristjánsson",ISL,m,art,5
1947-06-17,"Sigurður E. Hlíðar",ISL,m,edu,5
1947-06-17,"Hákon Kristófersson",ISL,m,pol,5
1947-06-17,"Henry Goddard Reach",USA,m,org,4
1947-06-17,"Árni Sigurðsson",ISL,m,cnc,5
1947-06-17,"Laura Finsen",SWE,f,dip,5
1947-06-17,"John Hellström",SWE,m,edu,4
1947-06-17,"Jón Pálmason",ISL,m,pol,5
1947-06-17,"Ingunn Jónsdóttir",ISL,f,art,5
1947-06-17,"Jónas Jónasson",ISL,m,com,5
1947-06-25,"Ernst Ryberg",SWE,m,com,5
1947-06-25,"Carl Hjalmar Alving",SWE,m,edu,4
1947-06-25,"Sverker Stubelius",SWE,m,edu,5
1947-06-25,"Adolf Busch",USA,m,art,5
1947-06-25,"Carl H. A. Arneln",SWE,m,com,5
1947-06-25,"Charles Stafford Gage",USA,m,com,4
1947-06-25,"Sten Wehlin",SWE,m,com,5
1947-07-21,"Lukka Guðmundsson",USA,f,???,5
1947-07-21,"Knut Eik-Nes",NOR,m,org,5
1947-07-21,"Georg Andersen",DNK,m,gov,4
1947-07-21,"Hakon Shetelig",NOR,m,edu,4
1947-07-21,"Anders Skasheim",NOR,m,gov,5
1947-07-21,"Johan E. Mellbye",NOR,m,pol,3
1947-08-01,"Bjarni Sigurðsson",ISL,m,gov,5
1947-09-19,"Hambro Ronald O.",GBR,m,com,3
1947-10-22,"Alfred Jolivet",FRA,m,edu,4
1947-10-29,"Sigurbjörn Á. Gíslason",ISL,m,org,4
1947-12-20,"Per Birger Johanson",SWE,m,dip,2
1947-12-20,"Aavid Gustav Richlert",SWE,m,dip,2
1947-12-20,"Victor Gösta Adolf von Rosen",SWE,m,cnc,4
1947-12-20,"Gustav Bartley",SWE,m,com,5
1947-12-20,"Niels Manscher",DNK,m,gov,5
1948-01-01,"Theódóra Sveinsdóttir",ISL,f,???,5
1948-01-01,"Sigurður Guðmundsson",ISL,m,edu,4
1948-01-01,"Erlingur Friðjónsson",ISL,m,com,5
1948-01-01,"Brynjólfur Þorláksson",ISL,m,art,5
1948-01-01,"Guðmundur Einarssom",ISL,m,com,5
1948-01-01,"Benedikt Sveinsson",ISL,m,pol,3
1948-01-01,"Þórður Þórðarson",ISL,m,com,5
1948-01-19,"Francis Bull",NOR,m,edu,4
1948-01-19,"Kjell Garstad",NOR,m,mil,5
1948-01-19,"Finn Lambrechts",NOR,m,mil,4
1948-01-19,"Peter J.E. Jacobsen",NOR,m,mil,4
1948-01-19,"Hans Chr. Boelhke",NOR,m,gov,5
1948-01-19,"Georg Fr. Collin",NOR,m,gov,3
1948-01-19,"Thorsten Fretheim Diessen",NOR,m,mil,4
1948-01-19,"Helge B. Anonsen",NOR,m,mil,5
1948-01-19,"Ragnvald Roches Nielsen",NOR,m,mil,3
1948-01-19,"Tore Holte",NOR,m,mil,5
1948-01-19,"Hans Skjong",NOR,m,mil,5
1948-01-19,"Rudolf K. Andresen",NOR,m,mil,5
1948-01-19,"Erik n.B. Prydz",NOR,m,mil,5
1948-01-31,"Sigurd Fjær",NOR,m,cnc,4
1948-01-31,"Johannes Böl",NOR,m,edu,4
1948-02-01,"Þórður Eyjólfsson",ISL,m,law,5
1948-02-01,"Gizur Bergsteinsson",ISL,m,law,5
1948-03-03,"C.A. Möller",DNK,m,com,4
1948-03-13,"Ásgrímur Jónsson",ISL,m,art,5
1948-03-24,"Pétur Björnsson",ISL,m,com,4
1948-05-10,"Kenneth Sisam",GBR,m,art,4
1948-05-10,"Henri Voillery",FRA,m,dip,2
1948-05-17,"Knut A. Hergel",NOR,m,art,4
1948-05-17,"Agnes Mowinckel",NOR,f,art,5
1948-05-24,"Knud Nielsen",DNK,m,com,4
1948-06-17,"Ari Arnalds",ISL,m,pol,5
1948-06-17,"Finn Tulinius",DNK,m,cnc,5
1948-06-17,"Valdimar J. Eylands",ISL,m,cnc,5
1948-06-17,"Carl J. Euckell",FIN,m,pol,2
1948-06-17,"Kristján Þorleifsson",ISL,m,com,5
1948-06-17,"Lewis Cochrane",GBR,m,com,5
1948-06-17,"Friðrik Friðriksson",ISL,m,cnc,2
1948-06-17,"Guðmundur Thoroddsen",ISL,m,edu,5
1948-06-17,"Kemp Maline",USA,m,edu,5
1948-06-17,"Uno Takki",FIN,m,pol,2
1948-06-17,"Guðbjartur Ólafsson",ISL,m,org,5
1948-06-17,"Onni Toivonen",FIN,m,gov,4
1948-06-17,"Rafael Seppala",FIN,m,gov,3
1948-06-17,"Osmo Kopola",FIN,m,gov,4
1948-06-17,"Hálfdan Bjarnason",ISL,m,dip,5
1948-07-28,"J.Th. Arnfred",DNK,m,edu,5
1948-08-05,"K.K. von Lowzow",DNK,m,mil,3
1948-08-05,"N.P. Christensen",DNK,m,mil,5
1948-08-05,"Þórarinn Olgeirsson",ISL,m,dip,5
1948-08-05,"W.H. Hall",DNK,m,com,5
1948-08-05,"A.H. Vedel",DNK,m,mil,2
1948-08-05,"Mogens Winge",DNK,m,edu,5
1948-08-05,"A.C. Ohlsen",DNK,m,mil,5
1948-08-05,"V.A.R. Nielsen",DNK,m,gov,5
1948-09-09,"Edward C. Achenson",USA,m,edu,4
